,Smart Card,Recommended_Collaborative_Filtering
133,200000444257,"COOKWARE METAL, ELECTRICAL EQUIPMENT, FASHION CONC, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN APPLIANCES, MEN'S TOPWEAR, PICKLE/CHUTNEY, TOOLS AND CAR CARE"
134,200000444266,"BATHROOM AIDS, EGG, ELECTRICAL EQUIPMENT, FASHION CONC, FROZEN, KITCHEN, MEN'S INNERWEAR, READY TO EAT, SYRUPS & CONCENTRATE"
135,200000444497,"BED, FASHION CONC, GIFT CARD & VOUCHERS, KIDS BOYS BWEAR, MEN'S BOTTOMWEAR, OTC, OTC FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE"
136,200000444901,"CERAMIC WARE, FASHION CONC, FURNISHING, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, SHOE CARE"
137,200000446255,"ALLNCE & MISC INCOME, BATHROOM AIDS, CERAMIC WARE, COOKWARE METAL, DISINFECTANT AND MUL, GLUCOSE & ENERGY, OTHER RTD, SHOE CARE, TOOLS AND CAR CARE"
138,200000446538,"BATH, BED, FASHION CONC, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, MELAMINE WARE, OTHER RTD, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
139,200000446927,"ALLNCE & MISC INCOME, BED, GIFT CARD & VOUCHERS, KITCHEN TOOLS METAL, LAB, MEN'S TOPWEAR, MILK FOOD, OTHER RTD, READY TO EAT"
140,200000447999,"BED, FASHION CONC, KITCHEN, KITCHEN APPLIANCES, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, MEN'S TOPWEAR, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
141,200000448059,"FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, KITCHEN, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE, SHOE CARE"
142,200000448679,"ALLNCE & MISC INCOME, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, MEAT, OTHER RTD, SHOE CARE, SPORT"
143,200000448882,"EGG, FASHION CONC, FROZEN NON VEG, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, MEN'S INNERWEAR, READY TO EAT, SHOE CARE"
144,200000449085,"FASHION CONC, FROZEN NON VEG, FURNISHING, GIFT CARD & VOUCHERS, KIDS BOYS BWEAR, KITCHEN, OTC FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE"
145,200000449094,"CERAMIC WARE, FASHION CONC, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MELAMINE WARE, OTC FOOD, PACKD DRINKING WATER, READY TO EAT, SYRUPS & CONCENTRATE"
146,200000449191,"CERAMIC WARE, COOKWARE METAL, FASHION CONC, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MEN'S TOPWEAR, OTC FOOD, SYRUPS & CONCENTRATE"
147,200000449669,"ALLNCE & MISC INCOME, BATH, FROZEN NON VEG, FURNISHING, KIDS BOYS BWEAR, KITCHEN, READY TO EAT, SHOE CARE, TOOLS AND CAR CARE"
148,200000449687,"BATHROOM AIDS, DISINFECTANT AND MUL, EGG, INDIAN WEAR TOPS, MEN'S INNERWEAR, MEN'S TOPWEAR, OTC, OTC FOOD, READY TO EAT"
149,200000449766,"ALLNCE & MISC INCOME, BATHROOM AIDS, DESSERT, DISINFECTANT AND MUL, FROZEN, KID'S BOYS TOP WEAR, KITCHEN, LAB, SHOE CARE"
150,200000450027,"EGG, ELECTRICAL EQUIPMENT, FASHION CONC, FROZEN, FURNISHING, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, SYRUPS & CONCENTRATE"
151,200000450036,"FASHION CONC, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, SERVE/TABLE WARE, SPORT"
152,200000450531,"BATHROOM AIDS, FROZEN VEG, KITCHEN APPLIANCES, LAB, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, MILK FOOD, OTHER RTD, READY TO EAT"
153,200000450708,"BATH, CERAMIC WARE, FROZEN NON VEG, FURNISHING, GIFT CARD & VOUCHERS, LAB, MEN'S TOPWEAR, SHOE CARE, TEA BAGS"
154,200000451770,"BATHROOM AIDS, COLOUR COSMETICS, EGG, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S BOTTOMWEAR, OTHER RTD, PACKD DRINKING WATER, TOOLS AND CAR CARE"
155,200000454148,"CERAMIC WARE, COOKWARE METAL, DESSERT, ELECTRICAL EQUIPMENT, FROZEN VEG, KID'S BOYS TOP WEAR, MELAMINE WARE, MILK FOOD, SYRUPS & CONCENTRATE"
156,200000454175,"COLOUR COSMETICS, FASHION CONC, GLUCOSE & ENERGY, KITCHEN APPLIANCES, MEN'S INNERWEAR, OTHER RTD, SPORT, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
157,200000454430,"ALLNCE & MISC INCOME, COLOUR COSMETICS, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTHER RTD, PICKLE/CHUTNEY"
158,200000455749,"BROWN SPIRITS, INDIAN WEAR TOPS, LAB, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, OTHER RTD, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE"
159,200000455907,"BATH, COLOUR COSMETICS, EGG, FURNISHING, GLASS WARE, MEN'S BOTTOMWEAR, OTC, OTHER RTD, SHOE CARE"
160,200000455943,"BATH, BED, CERAMIC WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MILK FOOD, READY TO EAT, SERVE/TABLE WARE"
161,200000457622,"BROWN SPIRITS, COOKWARE METAL, GIFT CARD & VOUCHERS, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD, PICKLE/CHUTNEY, READY TO EAT"
162,200000457844,"COLOUR COSMETICS, FASHION CONC, FURNISHING, KID'S BOYS TOP WEAR, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
163,200000457914,"COLOUR COSMETICS, COOKWARE METAL, DESSERT, KID'S BOYS TOP WEAR, MELAMINE WARE, OTHER RTD, PICKLE/CHUTNEY, SHOE CARE, TOOLS AND CAR CARE"
164,200000459143,"BATH, CERAMIC WARE, FROZEN NON VEG, FROZEN VEG, FURNISHING, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, PACKD DRINKING WATER, READY TO EAT"
165,200000459383,"CERAMIC WARE, COLOUR COSMETICS, FURNISHING, INDIAN WEAR TOPS, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, MILK FOOD, OTHER RTD, SERVE/TABLE WARE"
166,200000459912,"BED, CERAMIC WARE, FASHION CONC, FISH, KID'S BOYS TOP WEAR, MEN'S TOPWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, SYRUPS & CONCENTRATE"
167,200000460015,"BED, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, MELAMINE WARE, SPORT, TEA BAGS, TOOLS AND CAR CARE"
168,200000460468,"BATH, BED, FURNISHING, INDIAN WEAR TOPS, KITCHEN APPLIANCES, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE, SHOE CARE"
169,200000460626,"ALLNCE & MISC INCOME, BATHROOM AIDS, COOKWARE METAL, GLASS WARE, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, LAB, SHOE CARE"
170,200000491875,"COLOUR COSMETICS, COOKWARE METAL, FASHION CONC, FROZEN, FURNISHING, GLASS WARE, KITCHEN, OTHER RTD, SHOE CARE"
171,200000492148,"CERAMIC WARE, COOKWARE METAL, FASHION CONC, GLUCOSE & ENERGY, MELAMINE WARE, OTC FOOD, PACKD DRINKING WATER, STATIONERY, SYRUPS & CONCENTRATE"
172,200000590413,"BATH, FROZEN, FROZEN NON VEG, KITCHEN, KITCHEN APPLIANCES, MEN'S BOTTOMWEAR, READY TO EAT, SHOE CARE, STATIONERY"
173,200000634203,"ALLNCE & MISC INCOME, BED, DISINFECTANT AND MUL, INDIAN WEAR TOPS, KITCHEN APPLIANCES, LAB, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD"
174,200000641133,"BATH, CERAMIC WARE, FROZEN, FROZEN NON VEG, FURNISHING, KITCHEN, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, SHOE CARE"
175,200000641249,"BATH, CERAMIC WARE, COLOUR COSMETICS, FASHION CONC, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, OTHER RTD, SERVE/TABLE WARE"
176,200000641337,"FROZEN NON VEG, FROZEN VEG, LAB, MEAT, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, OTHER RTD, PACKD DRINKING WATER, SERVE/TABLE WARE"
177,200000641887,"BATH, COOKWARE METAL, DISINFECTANT AND MUL, ELECTRICAL EQUIPMENT, FROZEN NON VEG, KITCHEN, READY TO EAT, SHOE CARE, STATIONERY"
178,200000641920,"DISINFECTANT AND MUL, EGG, ELECTRICAL EQUIPMENT, KIDS BOYS BWEAR, MELAMINE WARE, MEN'S INNERWEAR, OTC FOOD, OTHER RTD, SYRUPS & CONCENTRATE"
179,200000642530,"CERAMIC WARE, FROZEN NON VEG, FROZEN VEG, GLUCOSE & ENERGY, KITCHEN, MELAMINE WARE, MEN'S INNERWEAR, PACKD DRINKING WATER, SYRUPS & CONCENTRATE"
180,200000642628,"FASHION CONC, GLASS WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, MEN'S INNERWEAR, SHOE CARE, SPORT, SYRUPS & CONCENTRATE"
181,200000642637,"COLOUR COSMETICS, FROZEN, FROZEN NON VEG, INDIAN WEAR TOPS, KITCHEN APPLIANCES, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTHER RTD, PACKD DRINKING WATER"
182,200000642938,"ALLNCE & MISC INCOME, BED, COLOUR COSMETICS, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, LAB, OTHER RTD"
183,200000643052,"BATHROOM AIDS, BED, CARBONATED, FROZEN, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MEN'S TOPWEAR, TEA BAGS"
184,200000643256,"FASHION CONC, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, MELAMINE WARE, SYRUPS & CONCENTRATE, TEA BAGS, TOOLS AND CAR CARE"
185,200000643724,"BED, CERAMIC WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MELAMINE WARE, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, SYRUPS & CONCENTRATE"
186,200000643830,"BED, FROZEN VEG, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN APPLIANCES, LAB, MELAMINE WARE, OTHER RTD"
187,200000644246,"BATHROOM AIDS, EGG, ELECTRICAL EQUIPMENT, FASHION CONC, FROZEN NON VEG, GIFT CARD & VOUCHERS, KIDS BOYS BWEAR, KITCHEN, MEN'S INNERWEAR"
188,200000644477,"BATH, FASHION CONC, FROZEN NON VEG, MELAMINE WARE, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
189,200000644510,"BATH, COLOUR COSMETICS, FISH, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, MELAMINE WARE, OTHER RTD, SPORT, TOOLS AND CAR CARE"
190,200000644529,"BATHROOM AIDS, FURNISHING, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN APPLIANCES, LAB, OTHER RTD, PACKD DRINKING WATER, POULTRY"
191,200000645157,"BATH, CERAMIC WARE, FROZEN NON VEG, FURNISHING, GLASS WARE, KITCHEN, PACKD DRINKING WATER, READY TO EAT, SHOE CARE"
192,200000645254,"CERAMIC WARE, FASHION CONC, GIFT CARD & VOUCHERS, KITCHEN APPLIANCES, MEN'S TOPWEAR, MILK FOOD, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE"
193,200000645324,"ALLNCE & MISC INCOME, BED, BROWN SPIRITS, COLOUR COSMETICS, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD, READY TO EAT, SERVE/TABLE WARE"
194,200000645397,"BATH, ELECTRICAL EQUIPMENT, GLASS WARE, INDIAN WEAR TOPS, KITCHEN, KITCHEN TOOLS METAL, MEN'S INNERWEAR, READY TO EAT, SPORT"
195,200000645485,"BATHROOM AIDS, COLOUR COSMETICS, FISH, GLUCOSE & ENERGY, KITCHEN, KITCHEN APPLIANCES, MEAT, MEN'S INNERWEAR, SPORT"
196,200000645704,"ELECTRICAL EQUIPMENT, FASHION CONC, FROZEN NON VEG, FURNISHING, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTC FOOD"
197,200000646174,"BATHROOM AIDS, CARBONATED, COOKWARE METAL, FASHION CONC, FROZEN VEG, GIFT CARD & VOUCHERS, KID'S BOYS TOP WEAR, MELAMINE WARE, PICKLE/CHUTNEY"
198,200000646208,"BATHROOM AIDS, CARBONATED, EGG, INDIAN WEAR TOPS, LAB, MEN'S INNERWEAR, OTC FOOD, PACKD DRINKING WATER, PICKLE/CHUTNEY"
199,200000646439,"FASHION CONC, FROZEN NON VEG, FROZEN VEG, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, KITCHEN APPLIANCES, OTHER RTD, PICKLE/CHUTNEY"
200,200000646554,"BATH, FASHION CONC, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, MELAMINE WARE, PACKD DRINKING WATER, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
201,200000646828,"EGG, ELECTRICAL EQUIPMENT, FASHION CONC, FURNISHING, KIDS BOYS BWEAR, MELAMINE WARE, OTC FOOD, PACKD DRINKING WATER, SYRUPS & CONCENTRATE"
202,200000646998,"BATH, COOKWARE METAL, ELECTRICAL EQUIPMENT, FASHION CONC, FURNISHING, GLASS WARE, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MILK FOOD"
203,200000647359,"COLOUR COSMETICS, DISINFECTANT AND MUL, FROZEN NON VEG, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, PICKLE/CHUTNEY, SERVE/TABLE WARE, TEA BAGS, TOOLS AND CAR CARE"
204,200000647571,"COLOUR COSMETICS, FASHION CONC, FROZEN NON VEG, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, KITCHEN APPLIANCES, MELAMINE WARE, TEA BAGS"
205,200000648394,"ELECTRICAL EQUIPMENT, FASHION CONC, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, MEN'S INNERWEAR, OTC FOOD, OTHER RTD, SYRUPS & CONCENTRATE"
206,200000648677,"GLASS WARE, KITCHEN TOOLS METAL, LAB, MEAT, OTHER RTD, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT, TEA BAGS"
207,200000648808,"BATH, FASHION CONC, FURNISHING, MELAMINE WARE, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, MILK FOOD, OTHER RTD, SERVE/TABLE WARE"
208,200000648835,"BATH, EGG, ELECTRICAL EQUIPMENT, FASHION CONC, GIFT CARD & VOUCHERS, MILK FOOD, READY TO EAT, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
209,200000648978,"BATH, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, KITCHEN, MELAMINE WARE, PACKD DRINKING WATER, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
210,200000650131,"GLASS WARE, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, KITCHEN TOOLS METAL, MEN'S INNERWEAR, SHOE CARE, SYRUPS & CONCENTRATE"
211,200000650159,"COOKWARE METAL, EGG, FROZEN, FROZEN NON VEG, GLASS WARE, KID'S BOYS TOP WEAR, KITCHEN, MEN'S INNERWEAR, SHOE CARE"
212,200000650168,"COLOUR COSMETICS, FROZEN NON VEG, FURNISHING, GLUCOSE & ENERGY, KITCHEN APPLIANCES, PACKD DRINKING WATER, SERVE/TABLE WARE, SHOE CARE, TOOLS AND CAR CARE"
213,200000650210,"ALLNCE & MISC INCOME, BATHROOM AIDS, COOKWARE METAL, GIFT CARD & VOUCHERS, KID'S BOYS TOP WEAR, LAB, MEN'S INNERWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER"
214,200000650326,"BATH, CERAMIC WARE, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, KITCHEN, MELAMINE WARE, MILK FOOD, SERVE/TABLE WARE"
215,200000650812,"EGG, FROZEN VEG, FURNISHING, GLASS WARE, KITCHEN, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT, SHOE CARE"
216,200000650946,"COLOUR COSMETICS, FASHION CONC, GLUCOSE & ENERGY, KIDS BOYS BWEAR, MELAMINE WARE, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTHER RTD, SERVE/TABLE WARE"
217,200000651006,"BATHROOM AIDS, ELECTRICAL EQUIPMENT, FROZEN, FROZEN NON VEG, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, OTHER RTD, READY TO EAT"
218,200000651097,"COOKWARE METAL, FISH, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, MELAMINE WARE, PACKD DRINKING WATER, PICKLE/CHUTNEY, TOOLS AND CAR CARE"
219,200000656311,"ALLNCE & MISC INCOME, COOKWARE METAL, FISH, GLASS WARE, KID'S BOYS TOP WEAR, LAB, MEN'S INNERWEAR, READY TO EAT, SHOE CARE"
220,200000663214,"ALLNCE & MISC INCOME, BATH, FASHION CONC, FROZEN NON VEG, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, READY TO EAT, SERVE/TABLE WARE"
221,200000671462,"BATHROOM AIDS, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, KITCHEN TOOLS METAL, MELAMINE WARE, OTHER RTD, SPORT"
222,200000674618,"COOKWARE METAL, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S INNERWEAR, OTHER RTD, SPORT"
223,200000731162,"FROZEN NON VEG, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE"
224,200000731171,"CERAMIC WARE, COLOUR COSMETICS, FISH, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, SHOE CARE"
225,200000731977,"BATHROOM AIDS, FROZEN VEG, INDIAN WEAR TOPS, LAB, MEN'S INNERWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT"
226,200000733009,"BROWN SPIRITS, CERAMIC WARE, FURNISHING, GLUCOSE & ENERGY, MELAMINE WARE, MEN'S INNERWEAR, SPORT, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
227,200000733975,"BATHROOM AIDS, FASHION CONC, KIDS BOYS BWEAR, KITCHEN APPLIANCES, MELAMINE WARE, OTC FOOD, OTHER RTD, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
228,200000737157,"ALLNCE & MISC INCOME, BATHROOM AIDS, CERAMIC WARE, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTC FOOD, PACKD DRINKING WATER, READY TO EAT, SHOE CARE"
229,200000744847,"ELECTRICAL EQUIPMENT, FASHION CONC, FURNISHING, GLASS WARE, KIDS BOYS BWEAR, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, READY TO EAT, SERVE/TABLE WARE"
230,200000747048,"COLOUR COSMETICS, EGG, FASHION CONC, INDIAN WEAR TOPS, KITCHEN, MEN'S INNERWEAR, OTHER RTD, SHOE CARE, SYRUPS & CONCENTRATE"
231,200000747127,"CERAMIC WARE, FROZEN NON VEG, FURNISHING, KIDS BOYS BWEAR, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTC FOOD, PACKD DRINKING WATER, READY TO EAT"
232,200000747215,"BROWN SPIRITS, COLOUR COSMETICS, FISH, FURNISHING, KITCHEN APPLIANCES, MELAMINE WARE, MILK FOOD, PACKD DRINKING WATER, READY TO EAT"
233,200000747312,"COLOUR COSMETICS, FISH, FURNISHING, KIDS BOYS BWEAR, KITCHEN APPLIANCES, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTHER RTD, SYRUPS & CONCENTRATE"
234,200000747464,"BATH, CERAMIC WARE, FURNISHING, GLASS WARE, OTHER RTD, PACKD DRINKING WATER, SERVE/TABLE WARE, SHOE CARE, SYRUPS & CONCENTRATE"
235,200000748931,"COOKWARE METAL, EGG, FROZEN VEG, KITCHEN APPLIANCES, KITCHEN TOOLS METAL, MELAMINE WARE, OTC FOOD, OTHER RTD, SOUP"
236,200000748995,"BATHROOM AIDS, CERAMIC WARE, ELECTRICAL EQUIPMENT, FURNISHING, GIFT CARD & VOUCHERS, KIDS BOYS BWEAR, OTC FOOD, PACKD DRINKING WATER, SYRUPS & CONCENTRATE"
237,200000749134,"CERAMIC WARE, COLOUR COSMETICS, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, SHOE CARE, SYRUPS & CONCENTRATE"
238,200000749277,"ALLNCE & MISC INCOME, BED, COLOUR COSMETICS, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, OTHER RTD, SHOE CARE, SYRUPS & CONCENTRATE, TEA BAGS"
239,200000755968,"FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, LAB, OTC, OTC FOOD, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT"
240,200000757674,"BATH, COLOUR COSMETICS, FURNISHING, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S TOPWEAR, READY TO EAT"
241,200000758798,"FASHION CONC, GIFT CARD & VOUCHERS, GLUCOSE & ENERGY, KITCHEN APPLIANCES, MELAMINE WARE, MILK FOOD, OTHER RTD, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
242,200000758813,"BATH, BATHROOM AIDS, ELECTRICAL EQUIPMENT, FASHION CONC, GIFT CARD & VOUCHERS, MELAMINE WARE, OTC FOOD, SPORT, SYRUPS & CONCENTRATE"
243,200000758886,"CERAMIC WARE, FROZEN NON VEG, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTHER RTD, SERVE/TABLE WARE, SPORT"
244,200000758938,"BATH, BED, COLOUR COSMETICS, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, SPORT, TEA BAGS, TOOLS AND CAR CARE"
245,200000759061,"BATH, BATHROOM AIDS, FROZEN, GIFT CARD & VOUCHERS, GLASS WARE, MELAMINE WARE, READY TO EAT, TEA BAGS, TOOLS AND CAR CARE"
246,200000759265,"FASHION CONC, FROZEN NON VEG, GIFT CARD & VOUCHERS, GLUCOSE & ENERGY, KIDS BOYS BWEAR, MEN'S INNERWEAR, MEN'S TOPWEAR, SERVE/TABLE WARE, SPORT"
247,200000759283,"BATH, BATHROOM AIDS, FASHION CONC, FROZEN VEG, KITCHEN, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, OTHER RTD, SYRUPS & CONCENTRATE"
248,200000763505,"BATHROOM AIDS, CERAMIC WARE, DISINFECTANT AND MUL, FROZEN NON VEG, KIDS BOYS BWEAR, KITCHEN, MEN'S TOPWEAR, SERVE/TABLE WARE, TOOLS AND CAR CARE"
249,200000763727,"COLOUR COSMETICS, COOKWARE METAL, DISINFECTANT AND MUL, FASHION CONC, GLUCOSE & ENERGY, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTHER RTD, SERVE/TABLE WARE"
250,200000763806,"BATH, BED, CERAMIC WARE, COLOUR COSMETICS, FISH, FROZEN NON VEG, GLUCOSE & ENERGY, KITCHEN, MEN'S INNERWEAR"
251,200000775786,"BATH, COOKWARE METAL, DESSERT, FASHION CONC, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, MELAMINE WARE"
252,200000775999,"BED, COLOUR COSMETICS, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S BOTTOMWEAR, OTHER RTD, TOOLS AND CAR CARE"
253,200000778570,"BATH, CERAMIC WARE, COOKWARE METAL, FASHION CONC, MEN'S INNERWEAR, MILK FOOD, OTHER RTD, SHOE CARE, SYRUPS & CONCENTRATE"
254,200000779357,"BATH, BED, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KITCHEN APPLIANCES, MEN'S INNERWEAR, SERVE/TABLE WARE"
255,200000779490,"FASHION CONC, FROZEN NON VEG, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, PACKD DRINKING WATER, SERVE/TABLE WARE"
256,200000781149,"BATHROOM AIDS, EGG, FASHION CONC, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S INNERWEAR, MEN'S TOPWEAR, SPORT, SYRUPS & CONCENTRATE"
257,200000783077,"FASHION CONC, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MELAMINE WARE, OTC FOOD, SYRUPS & CONCENTRATE"
258,200000783129,"BATH, FASHION CONC, FROZEN VEG, FURNISHING, MILK FOOD, PACKD DRINKING WATER, READY TO EAT, SHOE CARE, SYRUPS & CONCENTRATE"
259,200000783411,"BED, CERAMIC WARE, FASHION CONC, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
260,200000783703,"CERAMIC WARE, FASHION CONC, FURNISHING, INDIAN WEAR TOPS, MELAMINE WARE, OTC FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
261,200000783758,"BATHROOM AIDS, FROZEN NON VEG, GIFT CARD & VOUCHERS, KITCHEN, KITCHEN APPLIANCES, MELAMINE WARE, OTHER RTD, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
262,200000783837,"CERAMIC WARE, FASHION CONC, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, PACKD DRINKING WATER, READY TO EAT"
263,200000783891,"FASHION CONC, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, MELAMINE WARE, MEN'S INNERWEAR, OTC FOOD, SHOE CARE, SPORT"
264,200000783961,"BROWN SPIRITS, EGG, FASHION CONC, FROZEN, FROZEN VEG, INDIAN WEAR TOPS, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, PACKD DRINKING WATER"
265,200000784252,"FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, LAB, PACKD DRINKING WATER, READY TO EAT, SHOE CARE"
266,200000784322,"ALLNCE & MISC INCOME, CERAMIC WARE, GIFT CARD & VOUCHERS, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, LAB, MEN'S INNERWEAR, OTHER RTD, SPORT"
